lien,name,tagline,price,dates
https://mapara.ma/diffuseurs-parfums-d-ambiance/3780-puressentiel-diffuseur-sans-fil-ultrasonique-diffuse-go-pour-huiles-essentielles.html,PURESSENTIEL,DIFFUSEUR SANS FIL ULTRASONIQUE DIFFUSE & GO POUR HUILES ESSENTIELLES,1,2022-08-15 16:10:51.219251
https://mapara.ma/complexes-d-huiles-essentielles/3779-puressentiel-detente-huile-de-massage-bio-lavande-neroli-100ml.html,PURESSENTIEL,DÉTENTE HUILE DE MASSAGE BIO LAVANDE-NÉROLI 100ML,"226,00",2022-08-15 16:10:51.219759
https://mapara.ma/huiles-essentielles/3777-puressentiel-cypres-huile-essentielle-10ml.html,PURESSENTIEL,CYPRÈS HUILE ESSENTIELLE 10ML,"144,00",2022-08-15 16:10:51.220250
https://mapara.ma/huiles-essentielles/3773-puressentiel-ciste-ladanifere-bio-huile-essentielle-5ml.html,PURESSENTIEL,CISTE LADANIFERE BIO HUILE ESSENTIELLE 5ML,"352,00",2022-08-15 16:10:51.220731
https://mapara.ma/complexes-d-huiles-essentielles/3772-puressentiel-circulation-spray-express-17-huiles-essentielles-100-ml.html,PURESSENTIEL,CIRCULATION SPRAY EXPRESS 17 HUILES ESSENTIELLES 100 ML,"282,00",2022-08-15 16:10:51.221213
https://mapara.ma/complexes-d-huiles-essentielles/3771-puressentiel-circulation-gel-ultra-frais-17-huiles-essentielles-125ml.html,PURESSENTIEL,CIRCULATION GEL ULTRA FRAIS 17 HUILES ESSENTIELLES 125ML,"282,00",2022-08-15 16:10:52.233089
https://mapara.ma/huiles-essentielles/3770-puressentiel-cedre-de-latlas-huile-essentielle-10ml.html,PURESSENTIEL,CEDRE DE L'ATLAS HUILE ESSENTIELLE 10ML,"52,00",2022-08-15 16:10:52.233745
https://mapara.ma/diffuseurs-parfums-d-ambiance/2503-lanaform-diffuseur-aroma-bali.html,LANAFORM,DIFFUSEUR AROMA BALI,"799,00",2022-08-15 16:10:52.234616
https://mapara.ma/diffuseurs-parfums-d-ambiance/2504-lanaform-diffuseur-aroma-decor.html,LANAFORM,DIFFUSEUR AROMA DÉCOR,"983,00",2022-08-15 16:10:52.235096
https://mapara.ma/diffuseurs-parfums-d-ambiance/2505-lanaform-diffuseur-aroma-essence.html,LANAFORM,DIFFUSEUR AROMA ESSENCE,1,2022-08-15 16:10:52.235532
